Loan #,Seller(1),Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property_5 Type,Property_3 Subtype,Year Built,Year Renovated,Loan #.1,Seller(1).1,Property Name.1,Units(2),Unit of  Measure,Occupancy %,Occupancy Date,Appraised Value ($)(3),Appraisal Date(3),Current_1 LTV %(3),Original Balance ($)(4)_9,Original Balance_8 per Unit ($)_4,Current_4 Balance ($)(4)_1,Current Balance_2 per Unit ($)_4,% of Initial Pool Balance,Crossed Loan,Related Borrower(5),Interest Rate %(6)_1,Admin. Fee %(6),Net Mortgage Rate %(6)_0,Accrual Type,Loan #.2,Seller(1).2,Property Name.2,Monthly Debt Service ($)(7),Annual Debt Service ($)(8),Note Date,First Payment Date(9),Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem._0  Term(9),Rem._0  Amort,I/O Period(9)(10),Seasoning,Payment Due Date,Grace Period_0  (Late Payment),Grace Period_7  (Default),Maturity Date,ARD Loan(11),Final Mat Date(11),Maturity/ARD Balance ($)(4),Maturity LTV %(3),Loan #.3,Seller(1).3,Property Name.3,Prepayment Provision (Payments)(9)(12)(13),2008_3 Revenues ($)_9,2008_7 Total Expenses ($)_2,2008_7 NOI ($)_9,2009_5 Revenues ($)_0,2009_0 Total Expenses ($)_3,2009_2 NOI ($)_0,2010_9 Revenues ($)_5,2010_4 Total Expenses ($)_5,2010_5 NOI ($)_5,Most Recent_5  Revenues ($),Most Recent_5  Total Expenses ($),Most Recent_3  NOI ($)(14),As of,Loan #.4,Seller(1).4,Property Name.4,UW Economic Occupancy %,UW_3 Revenues ($),UW Total Expenses ($),UW NOI ($)(14),UW_6  Capital Items ($),UW NCF ($)(14),UW_5  NOI DSCR(14),UW NCF_0 DSCR(14),UW NOI Debt Yield %,UW NCF_5  Debt Yield %,Title Type,Ground Lease_5  Expiration,Ground Lease_8  Extension Terms,PML %,Loan #.5,Seller(1).5,Property Name.5,Upfront Capex Reserve ($)_0,Upfront Engin. Reserve ($)_2,Upfront Envir.  Reserve ($),Upfront TI/LC Reserve ($)_0,Upfront RE Tax Reserve ($)_8,Upfront Ins. Reserve ($)_4,Upfront Other Reserve ($)_1,Unnamed: 99,Monthly Capex Reserve ($)_3,Monthly Envir. Reserve ($)_0,Monthly TI/LC Reserve ($)_8,Monthly RE Tax Reserve ($)_0,Monthly Ins. Reserve ($)_7,Monthly Other Reserve ($)_2,Loan #.6,Seller(1).6,Property Name.6,Capex  Reserve Cap ($)_3,Envir.  Reserve Cap ($)_6,TI/LC  Reserve Cap ($)_0,RE Tax  Reserve Cap ($)_1,Insur.  Reserve Cap ($)_4,Debt Service  Reserve Cap ($)_2,Other  Reserve Cap ($)_0,Unnamed: 10_level_1,Single Tenant,Largest Tenant,Unit Size_9,Lease_0 Expiration_3,Unnamed: 121,2nd Largest Tenant,Unit Size_3,Lease_0 Expiration_0,Loan #.7,Seller(1).7,Property Name.7,3rd Largest Tenant,Unit Size_8,Lease_8 Expiration_1,Unnamed: 131,4th Largest Tenant,"( '     ' ,   ' U n i t   S i z e _ 8 ' ) . 1",Lease_3 Expiration_6,"( '     ' ,   '     ' ) . 1",5th Largest Tenant,Unit Size_4,Lease_5 Expiration_4,Loan Purpose,Loan #.8,Seller(1).8,Property Name.8,Principal / Carveout Guarantor(20),Lockbox_5  (Y/N),Lockbox_9  Type(21),Additional Debt_2  Permitted (Y/N),Additional Debt_2  Exist (Y/N)(22),Additional Debt_4  Amount ($)(22),Additional Debt_5  Type(22),Total Debt_0 Current Balance ($),Total Debt_3  UW NCF  DSCR,Total Debt Current LTV %,Total Debt_9  UW NOI  Debt Yield %,Loan #_2,Seller(1).9,Property Name.9,2008_6 Occupancy %_3,2008_5  ADR ($)_3,2008_5  RevPAR ($)_0,2009_8  Occupancy %_3,2009_5  ADR ($)_6,2009_7  RevPAR ($)_1,2010_4  Occupancy %_1,2010_6  ADR ($)_8,2010_7  RevPAR ($)_8,Most Recent_9  Occupancy %_5,Most Recent_7  ADR ($)_3,Most Recent_3  RevPAR ($)_7,UW_0 Occupancy %_4,UW_6  ADR ($)_7,UW_9  RevPAR ($)_0,Loan #_5
13.019,JPMCB,100 Flagler Plaza Drive,100 Flagler Plaza Drive,Palm Coast,FL,32137,Flagler,1,Retail,Freestanding,1989,  ,13.019,JPMCB,100 Flagler Plaza Drive,"3,741",Square Feet,100.0%,05/19/11,"1,400,000",05/11/11,  ,"714,650",  ,"714,650",  ,0.1%,  ,  ,  ,  ,  ,  ,13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"714,650",  ,13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.019,JPMCB,100 Flagler Plaza Drive,95.0%,"110,835","3,325","107,510","6,236","101,273",  ,  ,  ,  ,Fee,  ,  ,  ,13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,741",12/31/17,  ,  ,  ,  ,13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.019
13.02,JPMCB,7801 Pineville-Matthews Road,7801 Pineville-Matthews Road,Charlotte,NC,28226,Mecklenburg,1,Retail,Freestanding,1990,  ,13.02,JPMCB,7801 Pineville-Matthews Road,"2,440",Square Feet,100.0%,05/19/11,"1,050,000",05/20/11,  ,"535,988",  ,"535,988",  ,0.1%,  ,  ,  ,  ,  ,  ,13.02,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"535,988",  ,13.02,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.02,JPMCB,7801 Pineville-Matthews Road,95.0%,"78,728","2,362","76,366","4,251","72,115",  ,  ,  ,  ,Fee,  ,  ,  ,13.020,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.020,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,440",12/31/17,  ,  ,  ,  ,13.020,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.02,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.020,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.020
13.020999999999999,JPMCB,201 South Peterson Avenue,201 South Peterson Avenue,Douglas,GA,31533,Coffee,1,Retail,Freestanding,1980,  ,13.020999999999999,JPMCB,201 South Peterson Avenue,"14,351",Square Feet,100.0%,05/19/11,"1,030,000",05/11/11,  ,"525,778",  ,"525,778",  ,0.1%,  ,  ,  ,  ,  ,  ,13.020999999999999,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,778",  ,13.020999999999999,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.020999999999999,JPMCB,201 South Peterson Avenue,95.0%,"72,364","2,171","70,193","13,896","56,297",  ,  ,  ,  ,Fee,  ,  ,  ,13.021,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.021,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"14,351",12/31/17,  ,  ,  ,  ,13.021,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.020999999999999,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.021,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.021
13.022,JPMCB,5705 High Point Road,5705 High Point Road,Greensboro,NC,27407,Guilford,1,Retail,Freestanding,1989,  ,13.022,JPMCB,5705 High Point Road,"3,131",Square Feet,100.0%,05/19/11,"1,030,000",05/20/11,  ,"525,778",  ,"525,778",  ,0.1%,  ,  ,  ,  ,  ,  ,13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,778",  ,13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.022,JPMCB,5705 High Point Road,95.0%,"94,709","2,841","91,868","5,275","86,593",  ,  ,  ,  ,Fee,  ,  ,  ,13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,131",12/31/17,  ,  ,  ,  ,13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.022
13.023,JPMCB,804 North Madison Boulevard,804 North Madison Boulevard,Roxboro,NC,27573,Person,1,Retail,Freestanding,1970,  ,13.023,JPMCB,804 North Madison Boulevard,"3,200",Square Feet,100.0%,05/19/11,"1,010,000",05/16/11,  ,"515,569",  ,"515,569",  ,0.1%,  ,  ,  ,  ,  ,  ,13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"515,569",  ,13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.023,JPMCB,804 North Madison Boulevard,95.0%,"83,890","2,517","81,373","5,024","76,349",  ,  ,  ,  ,Fee,  ,  ,  ,13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  ,13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.023
13.024000000000001,JPMCB,5473 East Mountain Street,5473 East Mountain Street,Stone Mountain,GA,30083,Dekalb,1,Retail,Freestanding,1974,  ,13.024000000000001,JPMCB,5473 East Mountain Street,"5,191",Square Feet,100.0%,05/19/11,"950,000",05/10/11,  ,"484,941",  ,"484,941",  ,0.0%,  ,  ,  ,  ,  ,  ,13.024000000000001,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"484,941",  ,13.024000000000001,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.024000000000001,JPMCB,5473 East Mountain Street,95.0%,"78,511","2,355","76,156","6,514","69,642",  ,  ,  ,  ,Fee,  ,  ,  ,13.024,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.024,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,191",12/31/17,  ,  ,  ,  ,13.024,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.024000000000001,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.024,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.024
13.025,JPMCB,5 West Main Street,5 West Main Street,Liberty,SC,29657,Pickens,1,Retail,Freestanding,1970,  ,13.025,JPMCB,5 West Main Street,"2,798",Square Feet,100.0%,05/19/11,"950,000",05/18/11,  ,"484,941",  ,"484,941",  ,0.0%,  ,  ,  ,  ,  ,  ,13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"484,941",  ,13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.025,JPMCB,5 West Main Street,95.0%,"76,173","2,285","73,888","4,473","69,414",  ,  ,  ,  ,Fee,  ,  ,  ,13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,798",12/31/17,  ,  ,  ,  ,13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.025
13.026,JPMCB,1645 Bradley Park Drive,1645 Bradley Park Drive,Columbus,GA,31904,Muscogee,1,Retail,Freestanding,1980,  ,13.026,JPMCB,1645 Bradley Park Drive,"5,470",Square Feet,100.0%,05/19/11,"2,120,000",05/11/11,  ,"464,523",  ,"464,523",  ,0.0%,  ,  ,  ,  ,  ,  ,13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"464,523",  ,13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.026,JPMCB,1645 Bradley Park Drive,95.0%,"148,915","4,467","144,448","8,745","135,703",  ,  ,  ,  ,Fee,  ,  ,  ,13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,470",12/31/17,  ,  ,  ,  ,13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.026
13.027000000000001,JPMCB,201 South Main Street,201 South Main Street,Creedmoor,NC,27522,Granville,1,Retail,Freestanding,1981,  ,13.027000000000001,JPMCB,201 South Main Street,"2,847",Square Feet,100.0%,05/19/11,"735,000",05/16/11,  ,"375,191",  ,"375,191",  ,0.0%,  ,  ,  ,  ,  ,  ,13.027000000000001,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"375,191",  ,13.027000000000001,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.027000000000001,JPMCB,201 South Main Street,95.0%,"57,412","1,722","55,690","3,980","51,709",  ,  ,  ,  ,Fee,  ,  ,  ,13.027,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.027,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,847",12/31/17,  ,  ,  ,  ,13.027,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.027000000000001,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.027,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.027
13.027999999999999,JPMCB,3000 Virginia Avenue,3000 Virginia Avenue,Collinsville,VA,24078,Henry,1,Retail,Freestanding,1953,  ,13.027999999999999,JPMCB,3000 Virginia Avenue,"4,268",Square Feet,100.0%,05/19/11,"690,000",05/11/11,  ,"352,221",  ,"352,221",  ,0.0%,  ,  ,  ,  ,  ,  ,13.027999999999999,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"352,221",  ,13.027999999999999,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.027999999999999,JPMCB,3000 Virginia Avenue,95.0%,"51,641","1,549","50,092","4,989","45,103",  ,  ,  ,  ,Fee,  ,  ,  ,13.028,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.028,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,268",12/31/17,  ,  ,  ,  ,13.028,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.027999999999999,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.028,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.028
13.029000000000002,JPMCB,88 Hillsboro Street,88 Hillsboro Street,Pittsboro,NC,27312,Chatham,1,Retail,Freestanding,1901,  ,13.029000000000002,JPMCB,88 Hillsboro Street,"2,268",Square Feet,100.0%,05/19/11,"520,000",05/17/11,  ,"265,442",  ,"265,442",  ,0.0%,  ,  ,  ,  ,  ,  ,13.029000000000002,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"265,442",  ,13.029000000000002,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.029000000000002,JPMCB,88 Hillsboro Street,95.0%,"45,736","1,372","44,364","3,171","41,193",  ,  ,  ,  ,Fee,  ,  ,  ,13.029,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.029,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,268",12/31/17,  ,  ,  ,  ,13.029,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.029000000000002,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.029,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.029
13.03,JPMCB,426 West Walnut Street,426 West Walnut Street,Johnson City,TN,37604,Washington,1,Retail,Freestanding,1966,  ,13.03,JPMCB,426 West Walnut Street,"2,700",Square Feet,100.0%,05/19/11,"360,000",05/16/11,  ,"183,767",  ,"183,767",  ,0.0%,  ,  ,  ,  ,  ,  ,13.03,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"183,767",  ,13.03,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.03,JPMCB,426 West Walnut Street,95.0%,"27,224",817,"26,407","3,001","23,406",  ,  ,  ,  ,Fee,  ,  ,  ,13.030,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.030,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,700",12/31/17,  ,  ,  ,  ,13.030,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.03,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.030,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,13.030
14.0,JPMCB,Sawyer Heights Village,1919 Taylor Street,Houston,TX,77007,Harris,1,Retail,Anchored,2007,2009,14.0,JPMCB,Sawyer Heights Village,"107,091",Square Feet,89.1%,01/21/11,"34,500,000",04/12/11,54.2%,"18,700,000",175,"18,700,000",175,1.8%,No,6,5.00000,0.10720,4.89280,Actual/360,14.0,JPMCB,Sawyer Heights Village,"79,215.28","950,583.36",07/01/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,No,  ,"18,700,000",54.2%,14.0,JPMCB,Sawyer Heights Village,"L(25),Grtr1%orYM(92),O(3)","1,050,630","611,845","438,785","2,294,230","784,447","1,509,783","2,866,273","817,674","2,048,599",  ,  ,  ,  ,14.0,JPMCB,Sawyer Heights Village,86.8%,"3,138,771","938,282","2,200,489","113,619","2,086,871",2.31,2.20,11.8%,11.2%,Fee,  ,  ,  ,14,JPMCB,Sawyer Heights Village,0,0,0,0,0,0,0,  ,0,0,0,0,0,0,14,JPMCB,Sawyer Heights Village,  ,  ,  ,  ,  ,  ,  ,  ,No,Staples,"20,338",11/30/18,  ,PetSmart,"20,156",08/31/19,14,JPMCB,Sawyer Heights Village,Amegy Bank,"5,000",11/30/17,  ,Chili's,"5,000",03/31/18,  ,The Vitamin Shoppe,"3,500",07/31/20,Acquisition,14.0,JPMCB,Sawyer Heights Village,"Inland Western Retail Real Estate Trust, Inc.",Yes,Springing,No,No,NAP,NAP,NAP,NAP,NAP,NAP,14,JPMCB,Sawyer Heights Village,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,14
15.0,JPMCB,University Town Center,1650 24th Avenue NW,Norman,OK,73069,Cleveland,1,Retail,Anchored,"2007, 2009",  ,15.0,JPMCB,University Town Center,"158,516",Square Feet,96.3%,05/31/11,"33,400,000",03/09/11,56.0%,"18,690,000",118,"18,690,000",118,1.8%,No,4,5.47500,0.10720,5.36780,Actual/360,15.0,JPMCB,University Town Center,"86,694.34","1,040,332.08",05/19/11,07/01/11,  ,  ,117,0,120,3,1,0,0,06/01/21,No,  ,"18,690,000",56.0%,15.0,JPMCB,University Town Center,"L(25),Grtr1%orYM(92),O(3)","2,530,327","498,748","2,031,579","2,681,425","741,385","1,940,040","2,619,418","701,012","1,918,406",  ,  ,  ,  ,15.0,JPMCB,University Town Center,95.0%,"3,075,507","698,236","2,377,271","193,871","2,183,401",2.29,2.10,12.7%,11.7%,Fee,  ,  ,  ,15,JPMCB,University Town Center,0,0,0,0,0,0,0,  ,0,0,0,0,0,0,15,JPMCB,University Town Center,  ,  ,"136,000",  ,  ,  ,  ,  ,No,TJ Maxx,"26,000",10/31/17,  ,Office Depot,"20,813",02/28/18,15,JPMCB,University Town Center,Ulta Salon,"20,748",01/31/23,  ,PetCo,"15,000",11/30/17,  ,Dress Barn,"7,800",12/31/17,Acquisition,15.0,JPMCB,University Town Center,"Inland Diversified Real Estate Trust, Inc.",Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,15,JPMCB,University Town Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,15
16.0,JPMCB,Maitland 200,2301 Maitland Center Parkway,Maitland,FL,32751,Orange,1,Office,Suburban,1984,  ,16.0,JPMCB,Maitland 200,"204,237",Square Feet,95.7%,04/20/11,"23,500,000",06/09/11,73.3%,"17,250,000",84,"17,231,630",84,1.7%,No,  ,4.99100,0.10720,4.88380,Actual/360,16.0,JPMCB,Maitland 200,"92,506.87","1,110,082.44",07/06/11,09/01/11,  ,  ,59,359,0,1,1,0,0,08/01/16,No,  ,"15,909,153",67.7%,16.0,JPMCB,Maitland 200,"L(25),Grtr1%orYM(34),O(1)","4,619,760","1,729,933","2,889,827","4,814,474","1,945,703","2,868,772","4,309,326","1,787,082","2,522,245",  ,  ,  ,  ,16.0,JPMCB,Maitland 200,93.0%,"3,810,215","1,767,621","2,042,594","286,693","1,755,901",1.84,1.58,11.9%,10.2%,Fee,  ,  ,  ,16,JPMCB,Maitland 200,"3,095",0,0,"2,029,488","250,358",0,"710,367",  ,"3,095",0,"16,000","25,036",0,0,16,JPMCB,Maitland 200,  ,  ,  ,  ,  ,  ,  ,  ,No,"Camp, Dresser & McKee","63,286",06/30/17,  ,Digital Risk,"60,425",11/30/15,16,JPMCB,Maitland 200,Welbro Building Corp.,"21,391",11/30/16,  ,FL Department of Revenue,"20,798",03/31/15,  ,M2 Systems Corp.,"9,817",11/30/12,Acquisition,16.0,JPMCB,Maitland 200,"Thomas W. Brown, Thomas N. Trkla",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,16,JPMCB,Maitland 200,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,16
17.0,JPMCB,Landing Apartments,2314 Kaliste Saloom Road,Lafayette,LA,70508,Lafayette,1,Multifamily,Garden,1984,  ,17.0,JPMCB,Landing Apartments,346,Units,95.7%,05/09/11,"21,590,000",06/09/11,73.9%,"16,000,000","46,243","15,962,585","46,135",1.6%,No,5,4.59400,0.12720,4.46680,Actual/360,17.0,JPMCB,Landing Apartments,"81,965.74","983,588.88",06/29/11,08/01/11,  ,  ,58,358,0,2,1,0,0,07/01/16,No,  ,"14,665,901",67.9%,17.0,JPMCB,Landing Apartments,"L(26),Def(33),O(1)","2,861,417","1,084,145","1,777,272","2,749,085","1,024,688","1,724,397","2,660,577","956,987","1,703,590","2,701,168","951,038","1,750,130",04/30/11,17.0,JPMCB,Landing Apartments,95.0%,"2,724,991","985,807","1,739,184","86,500","1,652,684",1.77,1.68,10.9%,10.4%,Fee,  ,  ,  ,17,JPMCB,Landing Apartments,"7,210","21,250",0,0,"106,644",0,0,  ,"7,210",0,0,"13,331",0,0,17,JPMCB,Landing Apartments,"173,000",  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,17,JPMCB,Landing Apartments,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,17.0,JPMCB,Landing Apartments,"Rosemont Realty, LLC",Yes,Springing,No,No,NAP,NAP,NAP,NAP,NAP,NAP,17,JPMCB,Landing Apartments,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,17
