Loan,Seller,Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property Type,Property Subtype,Year Built,Year Renovated,Units,Unit of Measure,Occupancy,Occupancy Date,Appraised Value,Appraisal Date,Current LTV,Original Balance,Original Balance per Unit,Current Balance,Current Balance per Unit,of Initial Pool Balance,Crossed Loan,Related Borrower,Interest Rate,Admin. Fee,Net Mortgage Rate,Accrual Type,Monthly Debt Service,Annual Debt Service,Note Date,First Payment Date,Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem. Term,Rem. Amort,IO Period,Seasoning,Payment Due Date,Grace Period,Grace Period,Maturity Date,ARD Loan,Final Mat Date,MaturityARD Balance,Maturity LTV,Prepayment Provision,2008 Revenues,2008 Total Expenses,2008 NOI,2009 Revenues,2009 Total Expenses,2009 NOI,2010 Revenues,2010 Total Expenses,2010 NOI,Most Recent Revenues,Most Recent Total Expenses,Most Recent NOI,As of,UW Economic Occupancy,UW Revenues,UW Total Expenses,UW NOI,UW Capital Items,UW NCF,UW NOI DSCR,UW NCF DSCR,UW NOI Debt Yield,UW NCF Debt Yield,Title Type,Ground Lease Expiration,Ground Lease Extension Terms,PML,Upfront Capex Reserve,Upfront Engin. Reserve,Upfront Envir. Reserve,Upfront TILC Reserve,Upfront RE Tax Reserve,Upfront Ins. Reserve,Upfront Other Reserve,Monthly Capex Reserve,Monthly Envir. Reserve,Monthly TILC Reserve,Monthly RE Tax Reserve,Monthly Ins. Reserve,Monthly Other Reserve,Capex Reserve Cap,TILC Reserve Cap,Single Tenant,Largest Tenant,Unit Size,Lease Expiration,2nd Largest Tenant,Unit Size,Lease Expiration,3rd Largest Tenant,Unit Size,Lease Expiration,4th Largest Tenant,. 1,Lease Expiration,. 1,5th Largest Tenant,Unit Size,Lease Expiration,Loan Purpose,Principal Carveout Guarantor,Lockbox,Lockbox Type,Additional Debt Permitted,Additional Debt Exist,Additional Debt Amount,Additional Debt Type,Total Debt Current Balance,Total Debt UW NCF DSCR,Total Debt Current LTV,Total Debt UW NOI Debt Yield,2008 Occupancy,2008 ADR,2008 RevPAR,2009 Occupancy,2009 ADR,2009 RevPAR,2010 Occupancy,2010 ADR,2010 RevPAR,Most Recent Occupancy,Most Recent ADR,Most Recent RevPAR,UW Occupancy,UW ADR,UW RevPAR
2.048,JPMCB,2300 South Atlantic Avenue,2300 South Atlantic Avenue,Daytona Beach,FL,32118,Volusia,1,Retail,Freestanding,1963,  ,"3,600",Square Feet,100.0%,06/15/11,"1,600,000",05/20/11,  ,"800,076",  ,"800,076",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"800,076",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"124,807","3,744","121,063","4,932","116,131",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,600",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.049,JPMCB,9955 Southeast Federal Highway,9955 Southeast Federal Highway,Hobe Sound,FL,33455,Martin,1,Retail,Freestanding,1989,  ,"3,400",Square Feet,100.0%,06/15/11,"1,600,000",05/11/11,  ,"800,076",  ,"800,076",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"800,076",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"133,041","3,991","129,050","4,658","124,392",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,400",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.05,JPMCB,5303 Southwest 91st Drive,5303 Southwest 91st Drive,Gainesville,FL,32608,Alachua,1,Retail,Freestanding,1996,  ,"4,420",Square Feet,100.0%,06/15/11,"1,600,000",05/20/11,  ,"800,076",  ,"800,076",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"800,076",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"111,417","3,342","108,074","6,055","102,019",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,420",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.051,JPMCB,1610 Woodruff Road,1610 Woodruff Road,Greenville,SC,29607,Greenville,1,Retail,Freestanding,1992,  ,"3,832",Square Feet,100.0%,06/15/11,"1,575,000",05/18/11,  ,"787,575",  ,"787,575",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"787,575",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"119,777","3,593","116,184","5,250","110,934",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,832",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.052,JPMCB,5727 Gantt Road,5727 Gantt Road,Sarasota,FL,34233,Sarasota,1,Retail,Freestanding,1983,  ,"3,131",Square Feet,100.0%,06/15/11,"1,500,000",05/09/11,  ,"750,071",  ,"750,071",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"110,872","3,326","107,546","4,289","103,257",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,131",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.053,JPMCB,7879 West Commercial Boulevard,7879 West Commercial Boulevard,Tamarac,FL,33351,Broward,1,Retail,Freestanding,1974,  ,"4,000",Square Feet,100.0%,06/15/11,"1,500,000",05/11/11,  ,"750,071",  ,"750,071",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"135,316","4,059","131,257","5,480","125,777",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,000",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.0540000000000003,JPMCB,140 West Main Street,140 West Main Street,Oxford,NC,27565,Granville,1,Retail,Freestanding,1970,  ,"5,400",Square Feet,100.0%,06/15/11,"1,500,000",05/16/11,  ,"750,071",  ,"750,071",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"130,675","3,920","126,755","7,398","119,357",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,400",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.055,JPMCB,234 Barton Boulevard,234 Barton Boulevard,Rockledge,FL,32955,Brevard,1,Retail,Freestanding,1989,  ,"3,667",Square Feet,100.0%,06/15/11,"1,400,000",05/20/11,  ,"750,071",  ,"750,071",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"119,735","3,592","116,143","5,024","111,119",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,667",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.056,JPMCB,7061 South US Highway 1,7061 South US Highway 1,Port St. Lucie,FL,34952,Saint Lucie,1,Retail,Freestanding,1982,  ,"3,200",Square Feet,100.0%,06/15/11,"1,500,000",05/11/11,  ,"750,071",  ,"750,071",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"114,507","3,435","111,072","4,384","106,688",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.057,JPMCB,204 West Center Street,204 West Center Street,Mebane,NC,27302,Alamance,1,Retail,Freestanding,1961,  ,"5,483",Square Feet,100.0%,06/15/11,"1,450,000",05/16/11,  ,"725,069",  ,"725,069",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"725,069",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"116,098","3,483","112,615","7,512","105,103",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,483",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.0580000000000003,JPMCB,4410 Altama Avenue,4410 Altama Avenue,Brunswick,GA,31520,Glynn,1,Retail,Freestanding,1980,  ,"4,600",Square Feet,100.0%,06/15/11,"1,450,000",05/11/11,  ,"725,069",  ,"725,069",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"725,069",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"102,039","3,061","98,978","6,302","92,676",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,600",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.059,JPMCB,1935 Galleria Boulevard,1935 Galleria Boulevard,Charlotte,NC,28270,Mecklenburg,1,Retail,Freestanding,1990,  ,"3,188",Square Feet,100.0%,06/15/11,"1,420,000",05/20/11,  ,"710,067",  ,"710,067",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"710,067",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"119,095","3,573","115,522","4,368","111,154",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,188",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.06,JPMCB,4800 Northwest Blichton Road,4800 Northwest Blichton Road,Ocala,FL,34482,Marion,1,Retail,Freestanding,1990,  ,"5,586",Square Feet,100.0%,06/15/11,"1,400,000",05/20/11,  ,"700,067",  ,"700,067",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"105,700","3,171","102,529","7,653","94,876",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,586",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.061,JPMCB,7001 Lee Highway,7001 Lee Highway,Chattanooga,TN,37421,Hamilton,1,Retail,Freestanding,1971,  ,"5,057",Square Feet,100.0%,06/15/11,"1,400,000",05/16/11,  ,"700,067",  ,"700,067",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"101,979","3,059","98,920","6,928","91,992",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,057",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.062,JPMCB,344 Monument Road,344 Monument Road,Jacksonville,FL,32225,Duval,1,Retail,Freestanding,1987,  ,"3,450",Square Feet,100.0%,06/15/11,"1,400,000",05/11/11,  ,"700,067",  ,"700,067",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"97,401","2,922","94,479","4,727","89,753",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,450",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.063,JPMCB,3850 Rockbridge Road,3850 Rockbridge Road,Stone Mountain,GA,30083,Dekalb,1,Retail,Freestanding,1971,  ,"7,016",Square Feet,100.0%,06/15/11,"1,400,000",05/10/11,  ,"700,067",  ,"700,067",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"120,261","3,608","116,654","9,612","107,042",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"7,016",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.064,JPMCB,4142 Sixth Street South,4142 Sixth Street South,St. Petersburg,FL,33705,Pinellas,1,Retail,Freestanding,1998,  ,"3,000",Square Feet,100.0%,06/15/11,"1,400,000",05/11/11,  ,"700,067",  ,"700,067",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"108,896","3,267","105,629","4,110","101,519",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,000",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.065,JPMCB,189 South Lowry Street,189 South Lowry Street,Smyrna,TN,37167,Rutherford,1,Retail,Freestanding,1964,  ,"5,006",Square Feet,100.0%,06/15/11,"1,375,000",05/20/11,  ,"687,565",  ,"687,565",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"687,565",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"95,903","2,877","93,026","6,858","86,168",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,006",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.066,JPMCB,222 South Main Street,222 South Main Street,Hendersonville,NC,28792,Henderson,1,Retail,Freestanding,1998,  ,"4,701",Square Feet,100.0%,06/15/11,"1,375,000",05/20/11,  ,"687,565",  ,"687,565",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"687,565",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"104,280","3,128","101,152","6,440","94,711",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,701",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.067,JPMCB,3720 3rd Street South,3720 3rd Street South,Jacksonville Beach,FL,32250,Duval,1,Retail,Freestanding,1993,  ,"2,770",Square Feet,100.0%,06/15/11,"1,300,000",05/12/11,  ,"650,062",  ,"650,062",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"89,375","2,681","86,694","3,795","82,899",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,770",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.068,JPMCB,21744 State Road 54,21744 State Road 54,Lutz,FL,33549,Pasco,1,Retail,Freestanding,1987,  ,"3,750",Square Feet,100.0%,06/15/11,"1,300,000",05/10/11,  ,"650,062",  ,"650,062",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"98,309","2,949","95,360","5,138","90,222",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,750",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.069,JPMCB,4041 Rowan Road,4041 Rowan Road,New Port Richey,FL,34653,Pasco,1,Retail,Freestanding,1987,  ,"3,638",Square Feet,100.0%,06/15/11,"1,300,000",05/10/11,  ,"650,062",  ,"650,062",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"95,373","2,861","92,511","4,984","87,527",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,638",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.07,JPMCB,4986 North Henry Boulevard,4986 North Henry Boulevard,Stockbridge,GA,30281,Henry,1,Retail,Freestanding,1972,  ,"6,211",Square Feet,100.0%,06/15/11,"1,300,000",05/10/11,  ,"650,062",  ,"650,062",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"105,398","3,162","102,236","8,509","93,727",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,211",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.071,JPMCB,62 Market Street,62 Market Street,Onancock,VA,23417,Accomack,1,Retail,Freestanding,1971,  ,"6,659",Square Feet,100.0%,06/15/11,"1,243,000",05/13/11,  ,"621,559",  ,"621,559",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"621,559",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"134,285","4,029","130,256","9,123","121,133",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,659",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.072,JPMCB,610 East Derenne Avenue,610 East Derenne Avenue,Savannah,GA,31405,Chatham,1,Retail,Freestanding,1980,  ,"3,350",Square Feet,100.0%,06/15/11,"1,200,000",05/12/11,  ,"600,057",  ,"600,057",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"600,057",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"84,445","2,533","81,911","4,590","77,322",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,350",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.073,JPMCB,4125 State Road 60,4125 State Road 60,Vero Beach,FL,32960,Indian River,1,Retail,Freestanding,1984,  ,"2,500",Square Feet,100.0%,06/15/11,"1,200,000",05/20/11,  ,"600,057",  ,"600,057",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"600,057",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"91,642","2,749","88,892","3,425","85,467",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,500",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
